original_index,img_link,budget_value,revenue_value,lang
20744,https://media.themoviedb.org/t/p/w300_and_h450_face/jvX9Cts8eNMNm3E9LPMFHhx2SeT.jpg,1000000.0,,English
6511,https://media.themoviedb.org/t/p/w300_and_h450_face/y7gaKmrKkaQ3OzQS4GYQGzuunqc.jpg,,,English
10888,https://media.themoviedb.org/t/p/w300_and_h450_face/cJpeM7U36diFinieBWNLVi0FlQz.jpg,6500000.0,24793509.0,English
10889,https://media.themoviedb.org/t/p/w300_and_h450_face/8M0dkX7jOor7exKor1txoUl9Ynu.jpg,13000000.0,2636637.0,English
17421,https://media.themoviedb.org/t/p/w300_and_h450_face/y3b4AYw8dr4hIKTfEAjxUxx0z8G.jpg,80000000.0,169900000.0,English
20745,https://media.themoviedb.org/t/p/w300_and_h450_face/zTExJLGaHxGnEtbo2n0vCgvxx7k.jpg,,47305.0,English
17422,https://media.themoviedb.org/t/p/w300_and_h450_face/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,35000000.0,209838559.0,English
10890,https://media.themoviedb.org/t/p/w300_and_h450_face/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,45000000.0,186003591.0,English
6512,https://media.themoviedb.org/t/p/w300_and_h450_face/rKRSAP8Mqn8AQJc03D0iSa3KAoU.jpg,,,French
20746,https://media.themoviedb.org/t/p/w300_and_h450_face/wKSozn2WTHp64ZzkdG9wioA5gLy.jpg,,,English
20748,https://media.themoviedb.org/t/p/w300_and_h450_face/9DKcwFG0tIx1ZpcqkpJ0gBEmIcs.jpg,1000000.0,,Chinese
17423,https://media.themoviedb.org/t/p/w300_and_h450_face/5kv2w3ZjXQx5MEMdn3cBfRuLAca.jpg,425000.0,,English
6513,https://media.themoviedb.org/t/p/w300_and_h450_face/9cK4hlEu7Tw3Xm4Pf97bkrWnNwH.jpg,,,English
10891,https://media.themoviedb.org/t/p/w300_and_h450_face/r3ebTJFcDZ35GaKcuUQQe243z4f.jpg,3000000.0,9891303.0,Tswana
17424,https://media.themoviedb.org/t/p/w300_and_h450_face/gvxaxOEYeN3EOSh20n7lyjgEAOX.jpg,,,English
20747,https://media.themoviedb.org/t/p/w300_and_h450_face/1mfIZw6WgkCX310eoe0Ys14c3Fi.jpg,44000000.0,63300000.0,English
6514,https://media.themoviedb.org/t/p/w300_and_h450_face/fhK0mqqirPsckxkNisvi32A4lf6.jpg,28000000.0,58795814.0,English
10892,https://media.themoviedb.org/t/p/w300_and_h450_face/g2Hvucs1Q1nir3pyIXuIwo66uFV.jpg,12000000.0,23006849.0,English
17425,https://media.themoviedb.org/t/p/w300_and_h450_face/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,200000000.0,559852396.0,English
6515,https://media.themoviedb.org/t/p/w300_and_h450_face/5DmempuEgWyHCu5lMVyICTRgZUp.jpg,,,English
10893,https://media.themoviedb.org/t/p/w300_and_h450_face/hxTncIosSPstrHNE9ynivvXfjI3.jpg,,,English
20749,https://media.themoviedb.org/t/p/w300_and_h450_face/5IAjwwvFz9RiaRGexwQvbwiEM24.jpg,1000000.0,,English
17426,https://media.themoviedb.org/t/p/w300_and_h450_face/mBkHGc2whVQBGt4bxMU37DZVgTl.jpg,,,English
6516,https://media.themoviedb.org/t/p/w300_and_h450_face/yWAA4NuA2fmkZQL3CEWRzPif6D7.jpg,,,English
10894,https://media.themoviedb.org/t/p/w300_and_h450_face/fnCLZ3rpy3enYSHrzcBxnx3fozK.jpg,2000000.0,2300000.0,English
20750,https://media.themoviedb.org/t/p/w300_and_h450_face/ltitgEWfTRFnnae38JtFEeFqH0P.jpg,,,English
17427,https://media.themoviedb.org/t/p/w300_and_h450_face/cUZvtHoqIteUAEeBrNfiR56Tw5O.jpg,,,English
6517,https://media.themoviedb.org/t/p/w300_and_h450_face/y2YMwxKcv4DTHsqeqSpWz8nUSum.jpg,1200000.0,,English
10895,https://media.themoviedb.org/t/p/w300_and_h450_face/z9NT2smK66pYOjBtmZuKFFTZ478.jpg,1200000.0,,English
20751,https://media.themoviedb.org/t/p/w300_and_h450_face/iYIIy55PvxPgqdCtWiDkFssxepT.jpg,,,English
17428,https://media.themoviedb.org/t/p/w300_and_h450_face/htOpALyz5x1Ee7YuZpaRCPEwEuX.jpg,8000000.0,9000000.0,Hindi
20752,https://media.themoviedb.org/t/p/w300_and_h450_face/VRqQIRi07cyJJcz6SFiHbBS5GT.jpg,,,English
10896,https://media.themoviedb.org/t/p/w300_and_h450_face/2nt0095grCSepz6xU24a5yP5mwc.jpg,1600000.0,,English
6518,https://media.themoviedb.org/t/p/w300_and_h450_face/qJ4tVNjjapCLigrVJi3ZXNX6xvB.jpg,4506756.0,20307325.0,English
17429,https://media.themoviedb.org/t/p/w300_and_h450_face/8SvzigYJY7iy4DGlrnOHfU2FZkY.jpg,,,English
6519,https://media.themoviedb.org/t/p/w300_and_h450_face/5Di30K5NzAtYMjBSAABwgZHV0Ro.jpg,1000000.0,23750319.0,English
10897,https://media.themoviedb.org/t/p/w300_and_h450_face/lCRwtuxnJWkZ04gwtfYF9h1GUkl.jpg,,,English
17430,https://media.themoviedb.org/t/p/w300_and_h450_face/4SWxSm9jW14J4GMdOOsuEj617P.jpg,,,English
20753,https://media.themoviedb.org/t/p/w300_and_h450_face/4g0zKGhVWrYOV0S6GHr9RxLJio4.jpg,,,English
10898,https://media.themoviedb.org/t/p/w300_and_h450_face/8dGQvC8qsIjZNli8tSJmeIo7YqA.jpg,,,English
20754,https://media.themoviedb.org/t/p/w300_and_h450_face/yhHIn8F1SDPCN7vRELiUF5fG4Tr.jpg,3000000.0,,English
6520,https://media.themoviedb.org/t/p/w300_and_h450_face/qSkuoH1e3pUO2sbwESHqq2CNPel.jpg,,,English
17431,https://media.themoviedb.org/t/p/w300_and_h450_face/vqFIC6miVQWBUrkQYk3Fe0jqXrD.jpg,,,English
6521,https://media.themoviedb.org/t/p/w300_and_h450_face/dRDOrszc2X9bWsE2LhJuJ6WbVEp.jpg,6000000.0,12974636.0,English
10899,https://media.themoviedb.org/t/p/w300_and_h450_face/9afrreOCHzCPF0Zft7ptWVbk3xr.jpg,,,Italian
20755,https://media.themoviedb.org/t/p/w300_and_h450_face/3V4fYmpY3E9l5S4uUrObI75fqPe.jpg,2000000.0,,English
6522,https://media.themoviedb.org/t/p/w300_and_h450_face/btZt9kQIhYTsgoitcYFUhkEUmMl.jpg,4000000.0,,English
17432,https://media.themoviedb.org/t/p/w300_and_h450_face/wK2A7ZIzF0zQx5AwLuWAF10nSj4.jpg,7000000.0,,English
10900,https://media.themoviedb.org/t/p/w300_and_h450_face/4mB43zGijLyPZPgX9jC3oRtC4BY.jpg,,,English
20756,https://media.themoviedb.org/t/p/w300_and_h450_face/fJSdqHzpMeCkXMrILYt1SdGN2sL.jpg,6000000.0,5206.0,English
17433,https://media.themoviedb.org/t/p/w300_and_h450_face/qrTMfXVNzC6oSUU46hGDLLA8I3p.jpg,,1522000.0,English
10901,https://media.themoviedb.org/t/p/w300_and_h450_face/vBn28XPBI4vOKye1NSTGghdvGoJ.jpg,1380000.0,1615018.0,Finnish
6523,https://media.themoviedb.org/t/p/w300_and_h450_face/qG90bxBkwfiqqSdmsWZWEjAvS2F.jpg,,,English
20757,https://media.themoviedb.org/t/p/w300_and_h450_face/kpzNLHeVLqdLNSSCYVXKPpWoOno.jpg,,,English
17434,https://media.themoviedb.org/t/p/w300_and_h450_face/yxMYVGGnX4lo8S5zYfZpCDWtnte.jpg,2100.0,,English
10902,https://media.themoviedb.org/t/p/w300_and_h450_face/yWgxqxHTVoIjQLeQmsNV7wucJtR.jpg,,,Finnish
6524,https://media.themoviedb.org/t/p/w300_and_h450_face/t1FqqT8fP1LTGBUNd95Y2nmESQl.jpg,,,Spanish; Castilian
20758,https://media.themoviedb.org/t/p/w300_and_h450_face/f3HoCikJxypRtLJptBwvs7L7etE.jpg,13000000.0,18637201.0,English
6525,https://media.themoviedb.org/t/p/w300_and_h450_face/15KvepBOjWQb2YJ8nYiHkievVIv.jpg,,,English
17435,https://media.themoviedb.org/t/p/w300_and_h450_face/dq0mA3QabWcxrCbzYmwzWAqRuJf.jpg,,,English
10903,https://media.themoviedb.org/t/p/w300_and_h450_face/ovJx3qRt83keSwZ8Cax1wyRc3Lb.jpg,171200.0,,English
20759,https://media.themoviedb.org/t/p/w300_and_h450_face/z5kSwrsgBCXh23s22OZAUStgjSY.jpg,,,English
17436,https://media.themoviedb.org/t/p/w300_and_h450_face/iOmtOcwSLNFwV2kqDsfnSpVphSL.jpg,337000.0,551000.0,English
6526,https://media.themoviedb.org/t/p/w300_and_h450_face/a9cuohQn5kczi4htWZAZjEZvXkZ.jpg,4500000.0,18135531.0,English
17437,https://media.themoviedb.org/t/p/w300_and_h450_face/x2dqoY5cYop46SKebNXRNL5EXEM.jpg,10000000.0,5343820.0,English
20761,https://media.themoviedb.org/t/p/w300_and_h450_face/kcswwGt162T9BAXN1uc22xA4AFM.jpg,,,English
10904,https://media.themoviedb.org/t/p/w300_and_h450_face/2eJL1Ccr1FN3dm9OSDwyd8uaX1b.jpg,15000000.0,69623713.0,English
17438,https://media.themoviedb.org/t/p/w300_and_h450_face/2VJg810IoARDJDtZFGePRciXcsV.jpg,,,English
10905,https://media.themoviedb.org/t/p/w300_and_h450_face/tGX3YyPaYMbjiRwR5PjRsJW7GtM.jpg,50000000.0,87134280.0,English
6527,https://media.themoviedb.org/t/p/w300_and_h450_face/7yq7P9bqtbMGkWoikQDegyepuDh.jpg,,,English
20762,https://media.themoviedb.org/t/p/w300_and_h450_face/roJ6JVLwmVSx2ithB1Pc1nxQKGC.jpg,431274.0,,Finnish
6528,https://media.themoviedb.org/t/p/w300_and_h450_face/mQSrU9jerYSIOWeLBqFA1gcUU59.jpg,350000.0,17343596.0,English
20763,https://media.themoviedb.org/t/p/w300_and_h450_face/74ltBV3qG6KfXT3xIVMfQqrD9kF.jpg,,,English
17439,https://media.themoviedb.org/t/p/w300_and_h450_face/izCGrNOWzqym7d4iPHv3JlOQrVM.jpg,,,English
6529,https://media.themoviedb.org/t/p/w300_and_h450_face/cNW3ewCB52KkxzSE47PcE5Bqvmr.jpg,4000000.0,11000000.0,English
10907,https://media.themoviedb.org/t/p/w300_and_h450_face/A7yauQMOYV4bFO7DvdzkdnKzSLn.jpg,,,English
20764,https://media.themoviedb.org/t/p/w300_and_h450_face/kKBtrgaYLBXsl487wqdSqjVaCoz.jpg,,,English
20766,https://media.themoviedb.org/t/p/w300_and_h450_face/4HyRXNJ4U3H5yP9XjeTGWtlUlJN.jpg,5000000.0,15000000.0,Hindi
17440,https://media.themoviedb.org/t/p/w300_and_h450_face/rFob85bcxUb31YwTWBOYF6Gol8m.jpg,,429766.0,English
6533,https://media.themoviedb.org/t/p/w300_and_h450_face/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg,,,Japanese
10909,https://media.themoviedb.org/t/p/w300_and_h450_face/hsFJ2DACY37jwb2huAvyQ9BFVj4.jpg,,,English
20765,https://media.themoviedb.org/t/p/w300_and_h450_face/ApDXksxJXT0EEoQGFq8dwq8OuTi.jpg,,,English
6532,https://media.themoviedb.org/t/p/w300_and_h450_face/phwuQrs557cJkRhoS1TVWsslnJK.jpg,8000000.0,2275557.0,English
6531,https://media.themoviedb.org/t/p/w300_and_h450_face/kJJx2FNmiaep8WT21uMPY9qPzxL.jpg,,95242.0,French
17442,https://media.themoviedb.org/t/p/w300_and_h450_face/pKOXKfX85YuvsMeYjqDwd2OJvJ4.jpg,,,English
6530,https://media.themoviedb.org/t/p/w300_and_h450_face/z2VrN47hhC0ZYcplMCCCTYXeLl6.jpg,,,English
17441,https://media.themoviedb.org/t/p/w300_and_h450_face/hLWLDciSgrmYlNIxGjehl5qOTTy.jpg,,,English
10908,https://media.themoviedb.org/t/p/w300_and_h450_face/vSBzy0XtZvJQ4N9KLoWvblprZY2.jpg,25000000.0,2438031.0,English
10910,https://media.themoviedb.org/t/p/w300_and_h450_face/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,2000000.0,77672685.0,German
20767,https://media.themoviedb.org/t/p/w300_and_h450_face/cXSvLIDBFhzFdXK8x9tio5QCsCp.jpg,,,English
17443,https://media.themoviedb.org/t/p/w300_and_h450_face/x1XSQeLUdoi72P5UOXqAyL46B9a.jpg,,,English
10911,https://media.themoviedb.org/t/p/w300_and_h450_face/ksoCAQDpcQl4gmkL9IGdtFCQGnv.jpg,,,Hungarian
20768,https://media.themoviedb.org/t/p/w300_and_h450_face/neCxB1KSVzIMHmXFpLUKZjPPhU5.jpg,,,Spanish; Castilian
17444,https://media.themoviedb.org/t/p/w300_and_h450_face/cIvxIiwmx2bhDTFuflqgTNNC742.jpg,,,English
10913,https://media.themoviedb.org/t/p/w300_and_h450_face/uOgCKhHsQvOFVNxOUdewPwc0Z9N.jpg,,,Cantonese
20771,https://media.themoviedb.org/t/p/w300_and_h450_face/jEkvPahysTTaznJ3csuNhN8TDLj.jpg,,,Telugu
10914,https://media.themoviedb.org/t/p/w300_and_h450_face/vvBJHFW8kkMM3nQ2ny6DMMin6nD.jpg,,,Chinese
6534,https://media.themoviedb.org/t/p/w300_and_h450_face/aYC5smQFaKpBrgJ3XsJ0aAmiD1A.jpg,,,French
17445,https://media.themoviedb.org/t/p/w300_and_h450_face/mEA5Vs7LoVS4dtotal9dc0kdgHz.jpg,,,English
20769,https://media.themoviedb.org/t/p/w300_and_h450_face/5OjMfOPDMzXWnJUzSK1UYRZg1RI.jpg,,,Hebrew
20770,https://media.themoviedb.org/t/p/w300_and_h450_face/6cQMtpI1iMZaXVzzSx0VmBVmuMR.jpg,,7954.0,English
10912,https://media.themoviedb.org/t/p/w300_and_h450_face/bM7q99Lk3mirlNTDR4B0Izohb0l.jpg,,,English
6535,https://media.themoviedb.org/t/p/w300_and_h450_face/25cQH5gZ60BiA5Y91HxoPpnFiY0.jpg,777000.0,2437000.0,English
17446,https://media.themoviedb.org/t/p/w300_and_h450_face/jZgIKq8CHrcy17Mdb4VMGMQNV3a.jpg,,,English
6536,https://media.themoviedb.org/t/p/w300_and_h450_face/hQgsWkNTL8GJloJRzqonImIaIJb.jpg,5000000.0,50000000.0,English
17447,https://media.themoviedb.org/t/p/w300_and_h450_face/jIvxvr06PSUbNHkrnpHqF2Ksfb4.jpg,,,English
6537,https://media.themoviedb.org/t/p/w300_and_h450_face/9QjlmxgwN9kVsEjbNNm2NkzLvuz.jpg,200000.0,,English
10915,https://media.themoviedb.org/t/p/w300_and_h450_face/9WAboi1QbKu41WkyGxQVNpXwwxx.jpg,53000.0,,English
20772,https://media.themoviedb.org/t/p/w300_and_h450_face/4sDNvHPwnCy6dQBU4FjSawNhrow.jpg,,,English
14147,https://media.themoviedb.org/t/p/w300_and_h450_face/uQ1ZrGxA0N6cgeTTl1vZhrdp30C.jpg,,,English
17448,https://media.themoviedb.org/t/p/w300_and_h450_face/ypozb9oWIDZZIwDQZo0s7JgMa6K.jpg,3500000.0,,English
1414,https://media.themoviedb.org/t/p/w300_and_h450_face/zuArI6EBpV6mExrvfnyidoOtzdf.jpg,4000000.0,2900000.0,English
1415,https://media.themoviedb.org/t/p/w300_and_h450_face/82WdNsibYEwZI3u3XB0ndfKKKLe.jpg,,890078.0,Russian
24083,https://media.themoviedb.org/t/p/w300_and_h450_face/u7oPZTmIeA9BcBSDQpnRPSmgCfR.jpg,,,Japanese
9764,https://media.themoviedb.org/t/p/w300_and_h450_face/13GCcDh0Dxm3rXW8ho0zXX2mmke.jpg,,,English
24081,https://media.themoviedb.org/t/p/w300_and_h450_face/fdEIRKZMS6XJXwQnxN9BKYEeuGU.jpg,,,English
17449,https://media.themoviedb.org/t/p/w300_and_h450_face/wgQuP4qrsjw4kNgR3sYQeaCNllm.jpg,,,English
14148,https://media.themoviedb.org/t/p/w300_and_h450_face/5foda9jN8pAM9zvKP5iFdITepWj.jpg,,,English
9765,https://media.themoviedb.org/t/p/w300_and_h450_face/6r1jVWG8PK7qfsOiwLQrXqCilg5.jpg,6700000.0,,English
17450,https://media.themoviedb.org/t/p/w300_and_h450_face/uEEtBSRpq7xIXBI08p8v3jM1zlw.jpg,,,English
14149,https://media.themoviedb.org/t/p/w300_and_h450_face/8F0vN9BNabjIO6edSlFe3RB7dCy.jpg,,592673.0,Russian
1416,https://media.themoviedb.org/t/p/w300_and_h450_face/s2RaTrqoPvD4eYEaZCyF0zFbbpV.jpg,16000000.0,11486880.0,English
9766,https://media.themoviedb.org/t/p/w300_and_h450_face/mRuQwRuPyYBvxGbaftSm4tUaGBo.jpg,,4100000.0,English
24084,https://media.themoviedb.org/t/p/w300_and_h450_face/93iwKhfT2N7rwcXdmmEP9CmWlLu.jpg,,,English
14150,https://media.themoviedb.org/t/p/w300_and_h450_face/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg,10000000.0,39421467.0,English
1417,https://media.themoviedb.org/t/p/w300_and_h450_face/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,,656747.0,English
17451,https://media.themoviedb.org/t/p/w300_and_h450_face/aIduD55OQKSwC3XU34PF3ClwIW7.jpg,,,English
24085,https://media.themoviedb.org/t/p/w300_and_h450_face/ayPOv2KoyyzrkqNPnzqhIgUzQo3.jpg,,,English
9767,https://media.themoviedb.org/t/p/w300_and_h450_face/2NBmzm8z5fd283eWeECkPrkwta8.jpg,,,English
17453,https://media.themoviedb.org/t/p/w300_and_h450_face/bTLZiYLeDDh7IYnHRXqYElKw8BV.jpg,100000.0,208867.0,Korean
17452,https://media.themoviedb.org/t/p/w300_and_h450_face/wE6S0WLuH35yfPA1MvKH4NI78cq.jpg,,,Italian
1418,https://media.themoviedb.org/t/p/w300_and_h450_face/8DpN8xCQobzNO7DjROEVkVC55BR.jpg,,,English
9768,https://media.themoviedb.org/t/p/w300_and_h450_face/dTrzRNF1HKCBnHfq5XK3J500aGA.jpg,2000000.0,,Finnish
24086,https://media.themoviedb.org/t/p/w300_and_h450_face/bEaKZ0WtnrSD66AvvGRFc5HVH0Q.jpg,,73000.0,Russian
14152,https://media.themoviedb.org/t/p/w300_and_h450_face/sZuSO4VcIzsGWuoQoM6oEyfp1HV.jpg,855000.0,1200000.0,English
1419,https://media.themoviedb.org/t/p/w300_and_h450_face/rmxgXwRgWJ3Ds9VQX7SDRIGJYvk.jpg,17000000.0,3600000.0,English
9769,https://media.themoviedb.org/t/p/w300_and_h450_face/vqht6AcPcCbljOu4NKghz9bBnYd.jpg,,,German
24087,https://media.themoviedb.org/t/p/w300_and_h450_face/geSaeS7CoRrvp8dOgZR6hSRJzpY.jpg,,,English
9771,https://media.themoviedb.org/t/p/w300_and_h450_face/mL97T8ehFiihJvQuOsdQlq26eqg.jpg,10000000.0,50336279.0,Russian
17454,https://media.themoviedb.org/t/p/w300_and_h450_face/hZeYyXe5qyMb0Qmz7EUXsfdlcbL.jpg,,,Romanian
9770,https://media.themoviedb.org/t/p/w300_and_h450_face/iPRDvS1r6WMNNETe2aEVBEuYzKL.jpg,,,English
14153,https://media.themoviedb.org/t/p/w300_and_h450_face/l3DNBjWxeZZAGrv2jCks5PyyZ22.jpg,,,English
24088,https://media.themoviedb.org/t/p/w300_and_h450_face/3UQnjmVC4poRnszfgkSc4Cb58tL.jpg,39000.0,,Romanian
1420,https://media.themoviedb.org/t/p/w300_and_h450_face/tcRaMjWoF8K7h1LqOH7FOOLRQ3e.jpg,20000000.0,42000000.0,English
14154,https://media.themoviedb.org/t/p/w300_and_h450_face/iKGNJlCIgZnyIGNcVjkZgUpMlBM.jpg,,,English
17455,https://media.themoviedb.org/t/p/w300_and_h450_face/f19wwAy4q1oAmGRBLvxRIq3bvd1.jpg,3000000.0,7100000.0,French
1421,https://media.themoviedb.org/t/p/w300_and_h450_face/4KEkCiId2lhKgSM6sAGSuG9BjdH.jpg,5500000.0,387069.0,English
24089,https://media.themoviedb.org/t/p/w300_and_h450_face/kNDEN4D7UaIWjnvP1mNvWCkASAR.jpg,,,Romanian
14155,https://media.themoviedb.org/t/p/w300_and_h450_face/ny5UBhczFyJ2Nnp8CMIBFZ184jd.jpg,,,French
17456,https://media.themoviedb.org/t/p/w300_and_h450_face/o0G1tZlx5vEiC1sFOjyxP3hSNue.jpg,,,French
1422,https://media.themoviedb.org/t/p/w300_and_h450_face/nJRJvWufoLymvNA0Nk5Z0kqsWyk.jpg,50000000.0,50100000.0,English
9772,https://media.themoviedb.org/t/p/w300_and_h450_face/1Ndh5G2xemRDwJ2Qgo8dWNPzb28.jpg,,,English
24090,https://media.themoviedb.org/t/p/w300_and_h450_face/gVfDzUeyR8On3U9DcaKxzJCKGhq.jpg,,,English
14156,https://media.themoviedb.org/t/p/w300_and_h450_face/5osEufK4eDePSuFIhHr0ez5Bv3n.jpg,700000.0,1179676.0,English
17457,https://media.themoviedb.org/t/p/w300_and_h450_face/hAmYBv1YN3JxB004i8DlExnOd2k.jpg,,,Turkish
1423,https://media.themoviedb.org/t/p/w300_and_h450_face/6ePLTI633Qyb9iSylyObUPxnlYr.jpg,,,English
9773,https://media.themoviedb.org/t/p/w300_and_h450_face/dYlDMHrgyBUOMtlXZzBULkbAb09.jpg,,,English
24091,https://media.themoviedb.org/t/p/w300_and_h450_face/4tbyRMlETn7RwobflixlZ1uz0f4.jpg,,,German
17458,https://media.themoviedb.org/t/p/w300_and_h450_face/tUXUQEbxf7MVZR9MnvQ63dnTE4h.jpg,,,Swedish
14157,https://media.themoviedb.org/t/p/w300_and_h450_face/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,2000000.0,33965843.0,Spanish; Castilian
9774,https://media.themoviedb.org/t/p/w300_and_h450_face/pT64LBtCypaQgsunhEch3MZkSCn.jpg,,,English
1424,https://media.themoviedb.org/t/p/w300_and_h450_face/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,25000000.0,36400360.0,English
24092,https://media.themoviedb.org/t/p/w300_and_h450_face/6NGjDdErVOmnoqLnjh0ouRfxerS.jpg,,,English
14158,https://media.themoviedb.org/t/p/w300_and_h450_face/yvNoCvCe4F52KumCuoUePsw7dsN.jpg,,,English
17459,https://media.themoviedb.org/t/p/w300_and_h450_face/bhMq80ANl686zyHehY2nRH9F55o.jpg,,,English
1425,https://media.themoviedb.org/t/p/w300_and_h450_face/pDoz9xGJ2gLmaEn7zc6gzXDVdJz.jpg,,,English
9775,https://media.themoviedb.org/t/p/w300_and_h450_face/1lmk672uN88lT8W8wCD6xeWiUdX.jpg,,,English
24093,https://media.themoviedb.org/t/p/w300_and_h450_face/GgZOBSNIkxz3qA66Jauv6VvIc.jpg,,,English
14159,https://media.themoviedb.org/t/p/w300_and_h450_face/3uqXGOH4BQ2CLJWkDJZ0PzbUzOn.jpg,30000000.0,48428063.0,English
17460,https://media.themoviedb.org/t/p/w300_and_h450_face/4OAoOukTHtkQjyT25tagOhlcESa.jpg,,,Italian
24094,https://media.themoviedb.org/t/p/w300_and_h450_face/r334FPNCgmYbiFDrZCmWGeWNMBZ.jpg,,2100000.0,English
1426,https://media.themoviedb.org/t/p/w300_and_h450_face/seeCorvsPL07f3Ga4RKqzzg8BBk.jpg,,,English
9776,https://media.themoviedb.org/t/p/w300_and_h450_face/4ojrxP6qiyDOQ5jHQlh7Yn59wJt.jpg,,,English
14160,https://media.themoviedb.org/t/p/w300_and_h450_face/qFdLRm7Q05vMGme82oj59cJXlA9.jpg,,,Italian
17461,https://media.themoviedb.org/t/p/w300_and_h450_face/zFN3C7flx1xj3dxGEAsSK7Uz7bB.jpg,38000.0,,English
1427,https://media.themoviedb.org/t/p/w300_and_h450_face/fdTtij6H0sX9AzIjUeynh5zbfm7.jpg,15000000.0,3836866.0,English
9777,https://media.themoviedb.org/t/p/w300_and_h450_face/jDqZsxyv35iyJWW0mANk1RhxhJp.jpg,491000.0,,English
24095,https://media.themoviedb.org/t/p/w300_and_h450_face/euPgyPsiNFp6gOBB7nUFxvN5ZaY.jpg,28000000.0,58834384.0,English
14161,https://media.themoviedb.org/t/p/w300_and_h450_face/wdx7B9BjOBSmMJYYdmdbY55JquJ.jpg,,,English
17462,https://media.themoviedb.org/t/p/w300_and_h450_face/fYsrWZrLZMH9duwXPtaoheunUz4.jpg,2100000.0,,English
1428,https://media.themoviedb.org/t/p/w300_and_h450_face/5EeTYDXdrpD9mZSSwsrFbqgok9U.jpg,30000000.0,13130349.0,English
9778,https://media.themoviedb.org/t/p/w300_and_h450_face/4JDIDRCUzfSw3EzeGLOZmyp6L2G.jpg,,,English
14162,https://media.themoviedb.org/t/p/w300_and_h450_face/6PSLy8Upgj9WhWgoVD5IUtm1sck.jpg,8000000.0,,English
24096,https://media.themoviedb.org/t/p/w300_and_h450_face/fUZPUzv5GUxYcycPFudBLLU8S39.jpg,,,English
17463,https://media.themoviedb.org/t/p/w300_and_h450_face/gFJ88hhy2Se6eqyul9zrTs6heu8.jpg,,,Italian
9781,https://media.themoviedb.org/t/p/w300_and_h450_face/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,20000000.0,102034104.0,Cantonese
1429,https://media.themoviedb.org/t/p/w300_and_h450_face/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,35000000.0,124909762.0,English
24097,https://media.themoviedb.org/t/p/w300_and_h450_face/hPLAUrmJkXdv1sEtIqk9EwXvmbH.jpg,5000000.0,7527232.0,English
9779,https://media.themoviedb.org/t/p/w300_and_h450_face/anBhlqCABytNvybE2Xr3tvsCOTp.jpg,40000000.0,21577624.0,English
14163,https://media.themoviedb.org/t/p/w300_and_h450_face/9WnAZ7en5ptilaW9fLVUxN39vAI.jpg,,,English
17464,https://media.themoviedb.org/t/p/w300_and_h450_face/9g13tPE0qeasLfOJeqPX7NFdQZN.jpg,,,English
9780,https://media.themoviedb.org/t/p/w300_and_h450_face/iNb2KMv056vpCJycqFp5Xbpw61Z.jpg,3000000.0,11500000.0,English
1430,https://media.themoviedb.org/t/p/w300_and_h450_face/c02ZXXpT7wxUoCWLFh3ul418qz2.jpg,,,French
14164,https://media.themoviedb.org/t/p/w300_and_h450_face/5olbP0zwKKYMPW2ZZSFNfLYcFHl.jpg,,,French
24098,https://media.themoviedb.org/t/p/w300_and_h450_face/zQHR2oF81MiqumFCKE5ZpKxftpr.jpg,,,English
17465,https://media.themoviedb.org/t/p/w300_and_h450_face/o6xUakTHVZgTCc6lBza20r38iMv.jpg,,,English
1431,https://media.themoviedb.org/t/p/w300_and_h450_face/1pQpHVm3AXIwbBUnwGEQ0q95E0L.jpg,7000000.0,20050376.0,English
9782,https://media.themoviedb.org/t/p/w300_and_h450_face/31rPJUTmffhsKmCT996kKIBflkL.jpg,,,Japanese
24099,https://media.themoviedb.org/t/p/w300_and_h450_face/6RWzv3F3YUNS4lPlZEPm2BAN2re.jpg,,,English
17467,https://media.themoviedb.org/t/p/w300_and_h450_face/td3XJKc0fpvdkDQIGgXJEPsEj8r.jpg,,,Korean
14165,https://media.themoviedb.org/t/p/w300_and_h450_face/5JwT3JSWSyLushaIZzjDcGeMvUF.jpg,,,English
17466,https://media.themoviedb.org/t/p/w300_and_h450_face/k97OYGAbHIP6MNuOOGDUgYDnncW.jpg,,1161627.0,English
1432,https://media.themoviedb.org/t/p/w300_and_h450_face/a7WsScJGSIV1sArdQdpGCYHXN54.jpg,,,English
24100,https://media.themoviedb.org/t/p/w300_and_h450_face/3zXmMWetzANxznh1LrgGOwxkkG2.jpg,,,English
14166,https://media.themoviedb.org/t/p/w300_and_h450_face/f6FGWhSclWSWof9isa8oKJsOe6V.jpg,760000.0,,English
1433,https://media.themoviedb.org/t/p/w300_and_h450_face/98DnYNe2E3Vrpoai1MhLBjUGcWF.jpg,,532654.0,English
